	Firmicutes-Bacillaceae	Spirochaetes-Spirochaetaceae	Firmicutes-Clostridiaceae	Proteobacteria-Nitrospinaceae	Firmicutes-Anaeroplasmataceae	Verrucomicrobia-Verrucomicrobiaceae	Firmicutes-Carnobacteriaceae	Firmicutes-Ruminococcaceae	Firmicutes-Family_XVIII_Incertae_Sedis	Proteobacteria-Comamonadaceae	Proteobacteria-Piscirickettsiaceae	Candidate_division_TM7-unclassified	Planctomycetes-unclassified	Proteobacteria-Candidatus_Midichloria	Proteobacteria-VHS-B3-70	Proteobacteria-GOBB3-C201	Actinobacteria-Bifidobacteriales	Actinobacteria-AKIW543	Bacteroidetes-BSV13	Bacteroidetes-Cytophagaceae	Firmicutes-Halanaerobiaceae	Firmicutes-Family_XI_Incertae_Sedis	Bacteroidetes-Sphingobacteriaceae	Bacteroidetes-RF16	Proteobacteria-Sphingomonadaceae	Proteobacteria-Desulfonatronaceae	Proteobacteria-Rhodospirillaceae	Bacteroidetes-WCHB1-32	Nitrospirae-Nitrospiraceae	Bacteroidetes-PHOS-HE51	Bacteroidetes-Marinilabiaceae	Proteobacteria-Candidatus_Odyssella	Proteobacteria-Cardiobacteriaceae	Proteobacteria-Burkholderiaceae	Synergistetes-Synergistaceae	Proteobacteria-Moraxellaceae	Chlorobi-Chlorobiaceae	Proteobacteria-Desulfovibrionaceae	Proteobacteria-Acetobacteriaceae	Firmicutes-Veillonellaceae	Proteobacteria-Pasteurellaceae	Proteobacteria-Oleiphilaceae	Firmicutes-Staphylococcaceae	Bacteroidetes-Cryomorphaceae	Proteobacteria-LS4-241	Firmicutes-Enterococcaceae	Proteobacteria-Coxiellaceae	Bacteroidetes-vadinHA21	Candidate_division_BRC1-unclassified	Proteobacteria-Phyllobacteriaceae	Firmicutes-Thermoactinomycetaceae	Firmicutes-Aerococcaceae	Deinococcus-Thermus-Thermus	Proteobacteria-wr0007	Proteobacteria-Desulfobacteraceae	Proteobacteria-Xanthomonadaceae	Firmicutes-Erysipelotrichaceae	Cyanobacteria-Chroococcidiopsis	Proteobacteria-Bdellovibrionaceae	Proteobacteria-SM2D12	Proteobacteria-Vibrionaceae	Firmicutes-PeH08	Proteobacteria-Hahellaceae	Bacteroidetes-NS9	Firmicutes-Listeriaceae	Proteobacteria-Chromatiaceae	Firmicutes-Bacillus	Bacteroidetes-Prevotellaceae	Bacteroidetes-unclassified	Acidobacteria-Holophagaceae	Bacteroidetes-env.OPS_17	Proteobacteria-Saccharospirillaceae	Bacteroidetes-Flammeovirgaceae	Proteobacteria-Legionellaceae	Proteobacteria-Cystobacterineae	Firmicutes-Heliobacteriaceae	Proteobacteria-Nitrosomonadaceae	Proteobacteria-Shewanellaceae	Firmicutes-Alicyclobacillaceae	Proteobacteria-Methylophilaceae	Spirochaetes-unclassified	Proteobacteria-Rhodobacteraceae	Planctomycetes-Planctomycetaceae	Proteobacteria-Ferrimonadaceae	Actinobacteria-Rubrobacterales	Firmicutes-uncultured	Actinobacteria-Actinomycetales	Proteobacteria-Candidatus_Hepatincola	Proteobacteria-Succinivibrionaceae	Verrucomicrobia-DEV007	Planctomycetes-Phycisphaeraceae	Proteobacteria-Helicobacteraceae	Lentisphaerae-unclassified	Candidate_division_OP10-unclassified	Proteobacteria-Xanthobacteraceae	Proteobacteria-Alteromonadaceae	Proteobacteria-Caulobacteraceae	Proteobacteria-Sphingomonadacea	Proteobacteria-Beijerinckiaceae	Proteobacteria-Bacteriovoraceae	Proteobacteria-Erythrobacteraceae	Firmicutes-unclassified	Proteobacteria-Aeromonadaceae	Proteobacteria-Kordiimonadaceae	Bacteroidetes-Rs-E47	Proteobacteria-Oceanospirillaceae	Proteobacteria-Rhodocyclaceae	Proteobacteria-Gallionellaceae	Bacteroidetes-Bacteroidaceae	Proteobacteria-Candidatus_Liberibacter	Proteobacteria-Ellin6055	Proteobacteria-Idiomarinaceae	Proteobacteria-Methylococcaceae	Proteobacteria-Neisseriaceae	Candidate_division_SR1-unclassified	Proteobacteria-Nannocystineae	Proteobacteria-Rhizobiaceae	Proteobacteria-Candidatus_Ruthia	Proteobacteria-Pseudoalteromonadaceae	Proteobacteria-MNH4	Verrucomicrobia-Opitutaceae	Proteobacteria-Campylobacteraceae	Actinobacteria-Solirubrobacterales	Bacteroidetes-Blattabacteriaceae	Chloroflexi-unclassified	Firmicutes-Peptococcaceae	Proteobacteria-Acetobacteraceae	Proteobacteria-Geobacteraceae	Bacteroidetes-Saprospiraceae	Firmicutes-Gracilibacteraceae	Acidobacteria-Acidobacteriaceae	Proteobacteria-Rhodobiaceae	Bacteroidetes-SB-5	Cyanobacteria-Calothrix	GOUTA4-unclassified	Deferribacteres-unclassified	Bacteroidetes-Cyclobacteriaceae	Candidate_division_TM6-unclassified	Proteobacteria-Shinella_genera_incertae_sedis	Proteobacteria-Halothiobacillaceae	Bacteroidetes-KD1-131	Bacteroidetes-Porphyromonadaceae	Proteobacteria-KA1	Bacteroidetes-S24-7	Bacteroidetes-BS11	Proteobacteria-Nautiliaceae	Candidate_division_TG-1-unclassified	Actinobacteria-Coriobacteriales	Deinococcus-Thermus-Deinococcus	Firmicutes-Eubacteriaceae	Proteobacteria-Halomonadaceae	Proteobacteria-JG37-AG-15	Proteobacteria-Syntrophobacteraceae	Chlamydiae-Simkaniaceae	Firmicutes-Lactobacillaceae	Bacteroidetes-M2PB4-65	Firmicutes-OPB54	Firmicutes-Family_XIV_Incertae_Sedis	Cyanobacteria-Rivularia	Firmicutes-Syntrophomonadaceae	Proteobacteria-M20-Pitesti	Firmicutes-Proteiniborus	Bacteroidetes-p-2534-18B5	Firmicutes-Family_XII_Incertae_Sedis	Lentisphaerae-Victivallaceae	Proteobacteria-0319-6G20	Chlamydiae-Parachlamydiaceae	Firmicutes-JTB215	Verrucomicrobia-unclassified	Nitrospirae-0319-6A21	Spirochaetes-Brachyspiraceae	OPS8-unclassified	Proteobacteria-Hyphomicrobiaceae	Proteobacteria-Methylocystaceae	Bacteroidetes-Flavobacteriaceae	Bacteroidetes-Rikenellaceae	Proteobacteria-Desulfomicrobiaceae	Actinobacteria-Acidimicrobiales	Proteobacteria-Pseudomonadaceae	Proteobacteria-alphaI_cluster	Firmicutes-Peptostreptococcaceae	Proteobacteria-Desulfuromonadaceae	Proteobacteria-Enterobacteriaceae	Proteobacteria-FukuN57	Proteobacteria-Brucellaceae	Firmicutes-Thermoanaerobacteraceae	Fusobacteria-Fusobacteriaceae	Proteobacteria-unclassified	Proteobacteria-Desulfohalobiaceae	Proteobacteria-LWSR-14	Firmicutes-Family_XIII_Incertae_Sedis	Proteobacteria-Sorangiineae	Firmicutes-PeH36	Proteobacteria-Aurantimonadaceae	Proteobacteria-Holosporaceae	Spirochaetes-Leptospiraceae	Cyanobacteria-unclassified	Acidobacteria-unclassified	NPL-UPA2-unclassified	Fusobacteria-Leptotrichiaceae	Deinococcus-Thermus-Truepera	Chloroflexi-Anaerolineaceae	Proteobacteria-Ectothiorhodospiraceae	Proteobacteria-CHAB-XI-27	Proteobacteria-Hydrogenophilaceae	Bacteroidetes-PeH15	Thermodesulfobacteria-Thermodesulfobacteriaceae	Firmicutes-Streptococcaceae	Proteobacteria-Fangia	Firmicutes-Leuconostocaceae	Proteobacteria-MN_122.2a	Proteobacteria-Bradyrhizobiaceae	Proteobacteria-Hyphomonadaceae	Proteobacteria-TJ1	Chrysiogenetes-Chrysiogenaceae	Proteobacteria-Sinobacteraceae	Bacteroidetes-Prolixibacter	Firmicutes-Planococcaceae	Proteobacteria-Anaplasmataceae	Proteobacteria-Granulosicoccaceae	Aquificae-Aquificaceae	Bacteroidetes-Rhodothermaceae	Proteobacteria-Methylobacteriaceae	Firmicutes-Lachnospiraceae	Proteobacteria-Alcaligenaceae	Bacteroidetes-Chitinophagaceae	Firmicutes-Paenibacillaceae	Verrucomicrobia-Puniceicoccaceae	Proteobacteria-Nordella	Firmicutes-Mycoplasmataceae	Proteobacteria-NB-1d	Bacteroidetes-SB-1	Proteobacteria-Oxalobacteraceae
B_diarrhea_018	0	0	330	0	7	0	72	193	0	2	0	0	0	0	0	0	4	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	3	2	0	0	0	202	0	0	0	2	0	0	0	0	0	3	2221	0	0	0	2	0	0	0	0	0	0	1939	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9922	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	61	0	2	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	105	0	1526	0	0	0	5399	0	0	0	3	0	17	0	0	0	1	0	0	3	0	0	0	0	0	0	0	4386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25092	615	0	0	0	0	3	0	0	1	
B_diarrhea_020	0	0	44	0	0	0	123	86	0	134	0	4	2	0	0	0	59	0	0	1	0	73	0	0	5	0	0	0	0	0	0	0	0	0	0	6	0	2	0	537	178	0	12	0	0	6	0	0	0	3	0	3	1	0	2	14	156	0	0	0	36300	0	0	0	0	1	0	1158	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	704	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	82	0	0	0	0	157	0	0	0	9	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	20	0	11	2	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	4	0	6	0	7808	0	0	0	9109	0	2	0	14	0	0	0	0	0	16	0	0	646	0	0	0	0	0	0	0	1991	0	29	0	3	0	0	0	0	0	0	0	0	0	0	0	1600	213	1	1	0	0	0	0	0	1	
B_diarrhea_035	2	0	1609	0	0	0	1	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	1	0	0	0	2	0	1	0	0	0	5	11	0	0	0	8	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	767	0	0	0	33457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	111	471	0	0	0	0	0	0	0	0	
B_diarrhea_038	2	0	4859	0	1	6	10	8	0	7	0	0	0	2	0	0	4	0	0	0	0	0	9	0	7	0	3	0	0	0	0	0	0	1	0	10	0	0	0	12	4	0	16	0	0	5	0	0	0	0	0	5	1	0	0	11	33	0	0	0	22	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	274	0	0	0	0	0	0	0	5	0	0	14	0	0	1	0	0	0	7	0	5	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	35	0	2	0	1167	0	0	0	27792	6	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	11449	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	646	885	0	0	0	0	0	0	0	0	
B_diarrhea_039	0	0	8702	0	0	0	5	8	0	24	0	0	0	0	0	0	12	0	0	0	0	6	0	0	8	0	1	0	0	0	0	0	0	0	0	7	0	0	0	19	11	1	5	0	0	3	0	0	0	1	0	1	2	0	0	7	46	0	0	0	5	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	22	0	813	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	5	0	0	0	0	14	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	15	0	9	0	1255	0	0	0	24002	2	0	0	0	0	0	0	0	0	1	0	0	64	0	0	0	0	2	0	0	8981	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1231	1409	0	0	0	0	0	0	0	0	
B_diarrhea_041	2	0	8281	0	0	15	0	9	0	10	0	0	0	0	0	0	5	0	0	0	0	0	5	0	24	0	18	0	0	0	0	0	0	15	0	21	0	0	0	12	15	0	0	0	0	0	0	0	0	3	0	1	0	0	3	59	4	0	5	0	8	0	0	0	0	6	0	103	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	6	0	276	0	0	1	0	0	0	0	36	0	0	30	0	0	4	0	0	1	7	0	3	0	0	0	0	8	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	52	0	1	0	1189	0	0	0	28043	27	8	0	0	0	0	2	0	0	24	0	0	1	0	0	0	0	1	0	0	6189	0	0	0	1	0	0	0	12	0	0	0	0	0	0	1	207	1642	0	0	0	0	0	0	0	0	
B_diarrhea_042	0	0	4130	0	0	2	4	13	0	34	0	0	0	0	0	0	3	0	0	0	0	3	4	0	8	0	5	0	0	0	0	0	0	6	0	55	0	0	0	5	4	0	32	0	0	4	0	0	0	0	0	10	0	0	1	17	24	0	0	0	6	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	12	0	156	0	0	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	4	0	9	0	0	0	0	1	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	13	0	4	0	2618	0	0	0	21967	4	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	7186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1086	2535	0	0	0	0	0	0	0	0	
B_diarrhea_044	0	0	937	0	0	0	4	10	0	125	0	0	0	2	0	0	4	0	0	0	0	0	23	0	40	0	36	0	0	0	1	0	0	5	0	33	0	0	0	3	1	0	51	0	0	5	0	0	0	5	0	35	0	0	25	58	5	0	0	2	35	0	0	0	0	14	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	8	0	25	0	0	0	0	0	0	4	45	0	0	4	0	0	3	0	0	0	11	0	5	0	0	0	0	0	0	0	0	0	0	0	4	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	47	0	6	0	4674	0	2	8	27741	28	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	5632	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	268	3996	4	0	0	0	0	0	0	3	
B_diarrhea_045	0	0	415	0	0	2	1	3	0	148	0	0	0	0	0	0	2	0	0	0	0	1	13	0	10	0	12	0	0	0	0	0	0	6	0	25	0	0	0	0	1	0	53	0	0	1	0	0	0	3	0	26	0	0	1	60	4	0	0	0	8	0	0	0	0	12	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	17	0	0	0	0	0	0	0	23	0	0	1	0	0	1	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	31	0	0	0	6134	0	0	1	27699	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2996	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	341	767	1	0	0	0	0	0	0	0	
B_diarrhea_046	0	0	371	0	0	6	1	14	0	44	0	0	0	0	0	3	7	0	0	6	0	3	3	0	45	0	1	0	0	0	0	0	0	6	0	5	0	0	0	1	1	0	151	0	0	1	0	0	0	9	0	45	2	4	0	76	2	0	1	0	21	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	9	0	0	0	0	0	0	0	85	0	1	0	0	1	0	0	0	0	13	0	2	0	1	0	0	3	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	17	0	3	0	5542	0	0	1	30057	2	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4571	0	1	2	26	0	0	0	3	0	1	0	0	0	0	10	200	5337	7	0	0	0	0	0	0	5	
